"SITE NAME","GLOBAL ID",SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
"TROUT PLUMBING",T0600101386,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","812 PAGE ST",BERKELEY,37.876074,-122.300995
"TROXELL AUTO BODY",T0600101387,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","500 SAN PABLO",ALBANY,37.8973148,-122.3012376
"TUTTLE GALVANIZING",T0600191536,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","725 GILMAN ST",BERKELEY,37.87934,-122.303953
"U HAUL",T0601300545,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1017 23RD ST",RICHMOND,37.9477826,-122.3474738
"U-HAUL  #710-52",T0600135713,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2100 SAN PABLO AVENUE",BERKELEY,37.867948,-122.291843
"UC BERKELEY",T0600101396,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","777 HARRISON STREET",BERKELEY,37.8808,-122.3034
"UC GILL TRACT",T0600102094,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1050 SAN PABLO",ALBANY,37.88519794011591,-122.29983518374479
"UNION CARBIDE CORP",SLT2O246342,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","UNKNOWN PORT OF RICHMOND TERMINAL",RICHMOND,37.915205,-122.360573
"UNITED HECKATHORN",7280015,"STATE RESPONSE OR NPL",ACTIVE,"8TH & WRIGHT",RICHMOND,37.920973,-122.36657
"UNITED REFUSE SERVICE INC",T0601300506,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2525 GARDEN TRACT RD",RICHMOND,37.968193,-122.375354
"UNIVERSITY ASSOCIATES",T0600101425,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","901 21 UNIVERSITY AVE",BERKELEY,37.8682717,-122.2966308
"UNIVERSITY OF CALIFORNIA, RICHMOND SE",7730003,"STATE RESPONSE OR NPL",ACTIVE,"1301 SOUTH 46TH STREET",RICHMOND,37.9153635,-122.33468
UNKNOWN,T0600101431,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1149 MARTIN LUTHER KING",BERKELEY,37.884934,-122.2744847
UNOCAL,T0601300334,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","11615 SAN PABLO AVE","EL CERRITO",37.925693,-122.317856
UNOCAL,T0601300336,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","12453 SAN PABLO AVE",RICHMOND,37.93909,-122.327189
UNOCAL,T0600101456,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2101 ROSE ST",BERKELEY,37.882114,-122.268728
UNOCAL,T0601300338,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1718 SAN PABLO AVE",PINOLE,38.004486,-122.297265
"UNOCAL FUEL TERMINAL",T0601300341,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1150 CANAL BLVD",RICHMOND,37.9175119,-122.3721429
"UNOCAL RICHMOND TERMINAL",T0601300509,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1300 CANAL BLVD",RICHMOND,37.9144934665786,-122.36632086792
UPS,T0601300342,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1600 ATLAS RD",RICHMOND,37.9946739,-122.3411423
"US POSTAL SERVICE GARAGE",T0601300419,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2100 CHANSLOR AVE",RICHMOND,37.9319599,-122.349123
"USA PETROLEUM STATION #20",T0601300345,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","2601 ROAD 20","SAN PABLO",37.9635166666667,-122.338183333333
"USA SERVICE STATION",T0601300346,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","938 13TH ST",RICHMOND,37.94631,-122.356369
USDA-ARS,T0600101539,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","800 BUCHANAN",ALBANY,37.887461,-122.3035266
"UTILITY BODY COMPANY",T0600101503,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","901 GILMAN ST",BERKELEY,37.880592,-122.300011
"VAL STROUGH HONDA",T0601300551,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","11820 SAN PABLO AVE","EL CERRITO",37.928546,-122.320326
"VALE HEALTHCARE CENTER",T10000012164,"CLEANUP PROGRAM SITE","OPEN - ACTIVE","13484 SAN PABLO AVENUE","SAN PABLO",37.95572,-122.33475
"VANEK PROPERTY",T0601300350,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","132 23RD ST",RICHMOND,37.933451807,-122.347475
"VEOLIA ES TECHNICAL SOLUTIONS LLC",80001850,"CORRECTIVE ACTION","NO ACTION REQUIRED","1125 HENSLEY ST",RICHMOND,37.949298,-122.36368
"VEOLIA ES TECHNICAL SOLUTIONS LLC RICHMOND",3001166,INSPECTION,PENDING,"1125 HENSLEY ST",RICHMOND,37.949236,-122.36387
"VERIFLO CORPORATION",SL18273694,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","250 CANAL BLVD.",RICHMOND,37.930029,-122.378266
"WALKER ESTATE",SL0600196284,"CLEANUP PROGRAM SITE","OPEN - VERIFICATION MONITORING","1507 SAN PABLO AVENUE",BERKELEY,37.876031,-122.294134
"WAREHOUSE DISTRIBUTION",T0600101582,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1055 EASTSHORE",ALBANY,37.8845,-122.3067
"WCCCTA BUS OPERATION MAINT",T0601300514,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","601 WALTER AVE",PINOLE,38.005863,-122.311827
"WELCOME AVENUE WAREHOUSE",T10000008791,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","2321 WELCOME AVENUE",RICHMOND,37.9290669534396,-122.34713
"WEST COAST MOTORS",T0601533496,"LUST CLEANUP SITE","OPEN - REMEDIATION","12354 SAN PABLO AVE",RICHMOND,37.936462,-122.325172
"WEST CONTRA COSTA LANDFILL",SL18249670,"CLEANUP PROGRAM SITE","OPEN - CLOSED/WITH MONITORING","1 PARR BOULEVARD",RICHMOND,37.9677420987333,-122.388108506933
"WEST CONTRA COSTA SANITARY LANDFILL, INC.",71002376,"TIERED PERMIT","REFER: OTHER AGENCY","FOOT OF PARR BOULEVARD",RICHMOND,37.9680747,-122.36767
"WEST COUNTY LANDFILL INC",80001373,"CORRECTIVE ACTION",ACTIVE,"PARR BLVD & GARDEN TRACT RD",RICHMOND,37.968123,-122.3822
"WEST COUNTY LANDFILL INC",3001608,INSPECTION,"NO ACTION","PARR BLVD & GARDEN TRACT RD",RICHMOND,37.9675,-122.37638
"WESTERN FORGE & FLANGE CO",T10000001598,"CLEANUP PROGRAM SITE","OPEN - ELIGIBLE FOR CLOSURE","540 CLEVELAND AVE",ALBANY,37.8955940978218,-122.309601818455
"WESTERN INDUSTRIAL XRAY",T0601300357,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","525 31ST ST S",RICHMOND,37.9249621,-122.3395088
"WESTERN RECORD SALES",T0601300358,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","5021 SEAPORT AVE",RICHMOND,37.912408,-122.327078
WHALEPOINT,SL1823C1129,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","614 CUTTING BLVD",RICHMOND,37.925614,-122.329481
WILANCO,T0600101995,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1081-85 EASTSHORE",ALBANY,37.881521,-122.3076243
"WILANCO (WILLIAMS & LANE)",T10000008187,"CLEANUP PROGRAM SITE","OPEN - INACTIVE","1077 EASTSHORE HIGHWAY",ALBANY,37.88287,-122.3076
"WILDCAT GARDENS",SLT2O251347,"CLEANUP PROGRAM SITE","COMPLETED - CASE CLOSED","UNKNOWN UNKNOWN",RICHMOND,37.9412660192345,-122.340568434039
"WILLIG FREIGHT LINE",T0601300360,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","3251 JACUZZI ST",RICHMOND,37.8997475913221,-122.311155796051
"WILSON & KRATZER MORTUARY",T0601300428,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","455 24TH ST",RICHMOND,37.937871,-122.346178
"WORLD OIL",T10000001026,"CLEANUP PROGRAM SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","1014 CHESLEY AVENUE",RICHMOND,37.953419,-122.3592
"WORLD OIL #24",T0601300702,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","13013 SAN PABLO AVE","SAN PABLO",37.949468868,-122.332186322
WRE/COLORTECH,SL20228846,"CLEANUP PROGRAM SITE","OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION","1225 6TH STREET",BERKELEY,37.880427771,-122.301468
"XTRA OIL COMPANY",T0600101557,"LUST CLEANUP SITE","OPEN - SITE ASSESSMENT","1399 SAN PABLO AVE",BERKELEY,37.8789678226445,-122.294968068787
"XTRA OIL COMPANY",T0600100533,"LUST CLEANUP SITE","OPEN - SITE ASSESSMENT","1201 THE ALAMEDA",BERKELEY,37.8852710752995,-122.274508763229
"Z DOCTOR",T0601300362,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","100 23RD ST",RICHMOND,37.932877,-122.347904
"Z RENTAL PROPERTIES",T0600101206,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","711 CLEVELAND",ALBANY,37.89108,-122.307481
"ZAITLIAN PROPERTY",T0600102064,"LUST CLEANUP SITE","OPEN - REMEDIATION","1507 SAN PABLO AVE",BERKELEY,37.8761056223322,-122.294045419296
"ZENECA AG PRODUCTS",T0601300500,"LUST CLEANUP SITE","COMPLETED - CASE CLOSED","1200 47TH ST S",RICHMOND,37.915054,-122.3330752
"ZENECA RICHMOND AG PRODUCTS",7280002,"STATE RESPONSE OR NPL",ACTIVE,"1415 SOUTH 47TH STREET",RICHMOND,37.9124399,-122.33121
"ZIEMINSKI SITE",7750021,EVALUATION,"REFER: RWQCB","816 W. GERTRUDE AVE",RICHMOND,37.9545642,-122.37705
